vague,ecole,numero_whatsapp,lien_envoi_clic,message_a_copier,relance_J2,relance_J7,date_envoi,reponse,notes
2,Africa Digital Academy,+225 07 49 57 41 91,https://wa.me/2250749574191?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27Africa%20Digital%20Academy.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études d'Africa Digital Academy. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,AIST Plateau - Academie Internationale des Sciences et Techniques,+225 05 05 99 45 13,https://wa.me/2250505994513?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27AIST%20Plateau.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'AIST Plateau. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,AIST Treichville - Academie Internationale des Sciences et Techniques,+225 01 02 10 68 29,https://wa.me/2250102106829?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27AIST%20Treichville.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'AIST Treichville. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,CESA Koumassi - Centre d Etudes Superieures des Affaires d Abidjan,+225 07 57 82 11 81,https://wa.me/2250757821181?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20de%20CESA%20Koumassi.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études de CESA Koumassi. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,Ecole Hoteliere de Grand-Bassam EHB,+225 07 77 24 39 70,https://wa.me/2250777243970?text=Vos%20%C3%A9tudiants%20r%C3%A9digent%20d%C3%A9j%C3%A0%20leurs%20rapports%20de%20stage%20avec%20une%20IA.%0AEt%20ils%20ne%20savent%20pas%20s%27en%20servir%20pour%20le%20m%C3%A9tier%20qui%20les%20attend.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27%C3%89cole%20H%C3%B4teli%C3%A8re%20de%20Grand-Bassam%20EHB.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rédigent déjà leurs rapports de stage avec une IA.
Et ils ne savent pas s'en servir pour le métier qui les attend.

Bonjour, je m'adresse au Directeur des Études d'École Hôtelière de Grand-Bassam EHB. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,Ecole Superieure de Gestion (ESG),+225 07 08 58 08 88,https://wa.me/2250708580888?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27%C3%89cole%20Sup%C3%A9rieure%20de%20Gestion.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'École Supérieure de Gestion. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,EIT-NTIC Abidjan - Ecole Internationale Tertiaire et de Nouvelles Technologies,+225 05 05 45 71 21,https://wa.me/2250505457121?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27EIT-NTIC%20Abidjan.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études d'EIT-NTIC Abidjan. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,ENSIT - Ecole Nouvelle Superieure d'Ingenieurs et de Technologie,+225 01 01 53 30 36,https://wa.me/2250101533036?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ENSIT.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études d'ENSIT. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,ESETEC - Ecole Superieure de l'Enseignement Technique et Commercial,+225 07 07 03 70 04,https://wa.me/2250707037004?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ESETEC.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'ESETEC. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,ESGS San-Pedro - Ecole Superieure de Gestion et des Specialites,+225 07 89 07 07 01,https://wa.me/2250789070701?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ESGS%20San-Pedro.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'ESGS San-Pedro. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,ESGS Yamoussoukro - Ecole Superieure de Gestion et des Specialites,+225 07 89 07 07 01,https://wa.me/2250789070701?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ESGS%20Yamoussoukro.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'ESGS Yamoussoukro. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,ESTC Marcory - Ecole Superieure Technique et Commerciale,+225 05 55 55 86 55,https://wa.me/2250555558655?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20travaux%20%C3%A9crits%20par%20une%20IA.%0AVos%20enseignants%20le%20voient%20sans%20pouvoir%20le%20prouver.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ESTC%20Marcory.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des travaux écrits par une IA.
Vos enseignants le voient sans pouvoir le prouver.

Bonjour, je m'adresse au Directeur des Études d'ESTC Marcory. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,ESTEAI - Ecole Superieure des Techniques Electroniques Audiovisuelles et Informatiques,+225 05 75 26 03 53,https://wa.me/2250575260353?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ESTEAI.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études d'ESTEAI. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,ETEP Abobo - Ecole Technique et Professionnelle,+225 01 02 20 59 34,https://wa.me/2250102205934?text=Vos%20%C3%A9tudiants%20rendent%20d%C3%A9j%C3%A0%20des%20notes%20techniques%20%C3%A9crites%20par%20une%20IA.%0ASans%20savoir%20refaire%20le%20calcul%20qu%27il%20y%20a%20derri%C3%A8re.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ETEP%20Abobo.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants rendent déjà des notes techniques écrites par une IA.
Sans savoir refaire le calcul qu'il y a derrière.

Bonjour, je m'adresse au Directeur des Études d'ETEP Abobo. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
2,ETIC Abobo - Ecole Technique Informatique et Commerciale,+225 07 07 24 63 15,https://wa.me/2250707246315?text=Vos%20%C3%A9tudiants%20livrent%20d%C3%A9j%C3%A0%20du%20code%20%C3%A9crit%20par%20une%20IA.%0ALa%20plupart%20seraient%20incapables%20de%20l%27expliquer%20devant%20un%20jury.%0A%0ABonjour%2C%20je%20m%27adresse%20au%20Directeur%20des%20%C3%89tudes%20d%27ETIC%20Abobo.%20Personne%20ne%20leur%20a%20jamais%20donn%C3%A9%20la%20moindre%20r%C3%A8gle%20d%27usage%2C%20et%20c%27est%20l%27%C3%A9tablissement%20qui%20porte%20le%20risque.%0A%0ABIG%20R%C3%89USSITE%20r%C3%A8gle%20%C3%A7a%20en%20une%20s%C3%A9ance%20de%202h%2C%20dans%20votre%20classe%2C%20sur%20les%20t%C3%A9l%C3%A9phones%20de%20vos%20%C3%A9tudiants.%20Aucune%20salle%20informatique%2C%20aucun%20investissement.%0A%0AJe%20vous%20envoie%20le%20programme%20en%201%20page%20%3F,"Vos étudiants livrent déjà du code écrit par une IA.
La plupart seraient incapables de l'expliquer devant un jury.

Bonjour, je m'adresse au Directeur des Études d'ETIC Abobo. Personne ne leur a jamais donné la moindre règle d'usage, et c'est l'établissement qui porte le risque.

BIG RÉUSSITE règle ça en une séance de 2h, dans votre classe, sur les téléphones de vos étudiants. Aucune salle informatique, aucun investissement.

Je vous envoie le programme en 1 page ?","La question n'est pas de savoir si vos étudiants utilisent l'IA.
Elle est de savoir qui leur apprend à s'en servir.

Le programme tient en 1 page, deux minutes de lecture. Je vous l'envoie ?","Dernière relance de ma part.

Si le sujet n'est pas d'actualité cette année, dites-le moi simplement, je n'insisterai pas.
Si au contraire vous voulez en parler, 15 minutes suffisent, quand cela vous arrange.",,,
